facility_name,city,state,industry_sector,year,predicted_emissions
American Zinc Recycling Corp. - Rockwood,Rockwood,TN,Metals,2020,90351.06125999999
Americas Styrenics Llc - St James Plant,St. James,LA,Chemicals,2018,606614.9571070002
Americas Styrenics Llc - St James Plant,St. James,LA,Chemicals,2019,584160.321466
Americas Styrenics Llc - St James Plant,St. James,LA,Chemicals,2020,578560.6996999999
Ames,Ames,IA,Power Plants,2018,231082.3087600001
Ames,Ames,IA,Power Plants,2019,242169.57931000006
Ames,Ames,IA,Power Plants,2020,228976.81565999985
Amgen Inc,Thousand Oaks,CA,Chemicals,2018,22478.194139999992
Amgen Inc,Thousand Oaks,CA,Chemicals,2019,27549.397067900012
Amgen Inc,Thousand Oaks,CA,Chemicals,2020,26274.654580000002
"Amgen Manufacturing, Limited",Juncos,PR,Chemicals,2018,28029.535879999996
"Amgen Manufacturing, Limited",Juncos,PR,Chemicals,2019,27053.645539999994
"Amgen Manufacturing, Limited",Juncos,PR,Chemicals,2020,26487.946360000005
Amherst County Landfill,Madison Heights,VA,Waste,2018,26439.603607900004
Amherst County Landfill,Madison Heights,VA,Waste,2019,23096.211480000005
Amherst County Landfill,Madison Heights,VA,Waste,2020,23000.60244
Amp Fremont Energy Center,Fremont,OH,Power Plants,2018,1102498.1787500002
Amp Fremont Energy Center,Fremont,OH,Power Plants,2019,1079653.48317
Amp Fremont Energy Center,Fremont,OH,Power Plants,2020,1063519.3371700004
Amp-Ohio Gas Turbines Bowling Green,Bowling Green,OH,Power Plants,2018,7713.685939999997
Amp-Ohio Gas Turbines Bowling Green,Bowling Green,OH,Power Plants,2019,10461.751218250003
Amp-Ohio Gas Turbines Bowling Green,Bowling Green,OH,Power Plants,2020,14122.244529000003
Amp-Ohio Gas Turbines Galion,Galion,OH,Power Plants,2018,8776.450340000003
Amp-Ohio Gas Turbines Galion,Galion,OH,Power Plants,2019,10350.004466500006
Amp-Ohio Gas Turbines Galion,Galion,OH,Power Plants,2020,16277.124380000003
Amp-Ohio Gas Turbines Napoleon,Napoleon,OH,Power Plants,2018,6245.863139999997
Amp-Ohio Gas Turbines Napoleon,Napoleon,OH,Power Plants,2019,11819.929586749999
Amp-Ohio Gas Turbines Napoleon,Napoleon,OH,Power Plants,2020,14886.643170000003
Amsted Graphite Materials Llc,Anmoore,WV,Other,2018,20538.230915899992
Amsted Graphite Materials Llc,Anmoore,WV,Other,2019,19437.013625700005
Amsted Graphite Materials Llc,Anmoore,WV,Other,2020,17251.29850000001
"Amsted Rail Company, Inc.",Granite City,IL,Metals,2018,21194.112579999986
"Amsted Rail Company, Inc.",Granite City,IL,Metals,2019,23097.663570000004
"Amsted Rail Company, Inc.",Granite City,IL,Metals,2020,26563.03518000001
Anadarko,Anadarko,OK,Power Plants,2018,504456.75458000007
Anadarko,Anadarko,OK,Power Plants,2019,458251.17085
Anadarko,Anadarko,OK,Power Plants,2020,463392.4935400001
Anaheim Combustion Turbine,Anaheim,CA,Power Plants,2018,44286.4615528
Anaheim Combustion Turbine,Anaheim,CA,Power Plants,2019,47858.50734010003
Anaheim Combustion Turbine,Anaheim,CA,Power Plants,2020,43899.81554
Analog Devices,Camas,WA,Other,2018,28216.75160000001
Analog Devices,Camas,WA,Other,2019,31413.23169189999
Analog Devices,Camas,WA,Other,2020,32931.699385899985
Analog Devices Inc,Willmington,MA,Other,2018,44933.45127829998
Analog Devices Inc,Willmington,MA,Other,2019,44778.332289999984
Analog Devices Inc,Willmington,MA,Other,2020,45238.83133999999
Analog Devices Inc.,Milpitas,CA,Other,2018,14276.877240000002
Analog Devices Inc.,Milpitas,CA,Other,2019,15727.168608700002
Analog Devices Inc.,Milpitas,CA,Other,2020,19303.32906699999
"Analog Devices, Inc./ Wilmington Manufacturing",Wilmington,MA,Other,2018,31723.401420000013
"Analog Devices, Inc./ Wilmington Manufacturing",Wilmington,MA,Other,2019,31928.73399569999
"Analog Devices, Inc./ Wilmington Manufacturing",Wilmington,MA,Other,2020,31884.320467199967
Anchor Acquisition Llc Monaca Plt,Monaca,PA,Minerals,2018,42338.88595900001
Anchor Acquisition Llc Monaca Plt,Monaca,PA,Minerals,2019,40682.61174000001
Anchor Acquisition Llc Monaca Plt,Monaca,PA,Minerals,2020,40001.25019999997
Anchor Glass Container - Plant 41,Elmira Heights,NY,Minerals,2018,86019.35241140002
Anchor Glass Container - Plant 41,Elmira Heights,NY,Minerals,2019,84100.40338000002
Anchor Glass Container - Plant 41,Elmira Heights,NY,Minerals,2020,83262.35276
Anchor Glass Container Corporation - Plant 14,Warner Robins,GA,Minerals,2018,94670.43000000002
Anchor Glass Container Corporation - Plant 14,Warner Robins,GA,Minerals,2019,97141.97589900001
Anchor Glass Container Corporation - Plant 14,Warner Robins,GA,Minerals,2020,99774.35813999997
Anchor Glass Container Corporation - Plant 15,Henryetta,OK,Minerals,2018,94567.91593999995
Anchor Glass Container Corporation - Plant 15,Henryetta,OK,Minerals,2019,94319.16891139999
Anchor Glass Container Corporation - Plant 15,Henryetta,OK,Minerals,2020,94396.13349280001
Anchor Glass Container Corporation. - Plant 07,Jacksonville,FL,Minerals,2018,64181.82602000001
Anchor Glass Container Corporation. - Plant 07,Jacksonville,FL,Minerals,2019,65354.310520000014
Anchor Glass Container Corporation. - Plant 07,Jacksonville,FL,Minerals,2020,65705.70672000002
Anchor Glass Container Corporation. - Plant 12,Shakopee,MN,Minerals,2018,72916.49541999999
Anchor Glass Container Corporation. - Plant 12,Shakopee,MN,Minerals,2019,72751.16468350003
Anchor Glass Container Corporation. - Plant 12,Shakopee,MN,Minerals,2020,92328.03352549998
Anchor Glass Container. - Plant 42,Lawrenceburg,IN,Minerals,2018,43161.18745999999
Anchor Glass Container. - Plant 42,Lawrenceburg,IN,Minerals,2019,45998.18252000001
Anchor Glass Container. - Plant 42,Lawrenceburg,IN,Minerals,2020,51442.659800000045
Anchor Hocking Glass Co Plant No 1 *,Lancaster,OH,Minerals,2018,78981.60512000002
Anchor Hocking Glass Co Plant No 1 *,Lancaster,OH,Minerals,2019,76073.92291579998
Anchor Hocking Glass Co Plant No 1 *,Lancaster,OH,Minerals,2020,77848.68322000002
Anchorage Regional Landfill,Eagle River,AK,Waste,2018,611036.2713029997
Anchorage Regional Landfill,Eagle River,AK,Waste,2019,596832.942178
Anchorage Regional Landfill,Eagle River,AK,Waste,2020,584597.8325199998
Anclote Power Plant,Holiday,FL,Power Plants,2018,1761747.0053899998
Anclote Power Plant,Holiday,FL,Power Plants,2019,1778627.2659300005
Anclote Power Plant,Holiday,FL,Power Plants,2020,1753111.1747999997
Andeavor El Paso All Sites,El Paso,TX,"Chemicals,Petroleum Product Suppliers,Refineries",2018,1009819.1442450004
Andeavor El Paso All Sites,El Paso,TX,"Chemicals,Petroleum Product Suppliers,Refineries",2019,1124543.95306
Andeavor El Paso All Sites,El Paso,TX,"Chemicals,Petroleum Product Suppliers,Refineries",2020,992365.7554920007
Andector Booster Station,Goldsmith,TX,Petroleum And Natural Gas Systems,2018,26159.549059999994
Andector Booster Station,Goldsmith,TX,Petroleum And Natural Gas Systems,2019,24116.819549999997
Andector Booster Station,Goldsmith,TX,Petroleum And Natural Gas Systems,2020,24042.002309999993
Anderson,Anderson,IN,Power Plants,2018,6540.8597557500025
Anderson,Anderson,IN,Power Plants,2019,6991.163079999999
Anderson,Anderson,IN,Power Plants,2020,9071.976439999999
Anderson Development Company,Adrian,MI,"Chemicals,Industrial Gas Suppliers",2018,59864.45049769999
Anderson Development Company,Adrian,MI,"Chemicals,Industrial Gas Suppliers",2019,58624.56838
Anderson Development Company,Adrian,MI,"Chemicals,Industrial Gas Suppliers",2020,56393.48986880002
Anderson Landfill,Anderson,CA,Waste,2018,34021.35059999999
Anderson Landfill,Anderson,CA,Waste,2019,30818.10596
Anderson Landfill,Anderson,CA,Waste,2020,32615.32666590001
Anderson Regional Landfill,Belton,SC,Waste,2018,140948.06257900002
Anderson Regional Landfill,Belton,SC,Waste,2019,146680.35001999998
Anderson Regional Landfill,Belton,SC,Waste,2020,153581.92787700004
Andersons Albion Ethanol Llc,Albion,MI,"Other,Suppliers Of Co2,Waste",2018,108525.74787159998
Andersons Albion Ethanol Llc,Albion,MI,"Other,Suppliers Of Co2,Waste",2019,106656.82166699998
Andersons Albion Ethanol Llc,Albion,MI,"Other,Suppliers Of Co2,Waste",2020,111506.496739
Andersons Clymers Ethanol Llc,Logansport,IN,"Other,Waste",2018,178874.70695999995
Andersons Clymers Ethanol Llc,Logansport,IN,"Other,Waste",2019,165915.77626799987
Andersons Clymers Ethanol Llc,Logansport,IN,"Other,Waste",2020,158592.468868
Andersons Denison Ethanol Llc,Denison,IA,"Other,Waste",2018,69360.68806539997
Andersons Denison Ethanol Llc,Denison,IA,"Other,Waste",2019,62416.76035449999
Andersons Denison Ethanol Llc,Denison,IA,"Other,Waste",2020,79814.16564239998
Andersons Marathon Ethanol Llc,Greenville,OH,"Other,Suppliers Of Co2,Waste",2018,162081.33337199996
Andersons Marathon Ethanol Llc,Greenville,OH,"Other,Suppliers Of Co2,Waste",2019,165509.7964290001
Andersons Marathon Ethanol Llc,Greenville,OH,"Other,Suppliers Of Co2,Waste",2020,165322.27465000004
Angelina County Waste Management Center,Lufkin,TX,Waste,2018,72602.00112150001
Angelina County Waste Management Center,Lufkin,TX,Waste,2019,72675.51628150007
Angelina County Waste Management Center,Lufkin,TX,Waste,2020,71209.26030150005
Angus Anson,Sioux Falls,SD,Power Plants,2018,51025.46986869998
Angus Anson,Sioux Falls,SD,Power Plants,2019,54984.34942489999
Angus Anson,Sioux Falls,SD,Power Plants,2020,48172.35114000001
Angus Chemical Co,Sterlington,LA,Chemicals,2018,108872.05394640006
Angus Chemical Co,Sterlington,LA,Chemicals,2019,107077.26467999995
Angus Chemical Co,Sterlington,LA,Chemicals,2020,108616.58262000002
Anheuser Busch Baldwinsville Brewery,Baldwinsville,NY,"Other,Suppliers Of Co2",2018,30626.0039
Anheuser Busch Baldwinsville Brewery,Baldwinsville,NY,"Other,Suppliers Of Co2",2019,31496.0055
Anheuser Busch Baldwinsville Brewery,Baldwinsville,NY,"Other,Suppliers Of Co2",2020,30733.450179999993
Anheuser Busch Inc,Columbus,OH,Other,2018,36063.15998389998
Anheuser Busch Inc,Columbus,OH,Other,2019,35756.8964224
Anheuser Busch Inc,Columbus,OH,Other,2020,33762.884323900005
Anheuser Busch Inc. - L.A. Brewery,Van Nuys,CA,Other,2018,32905.25287999999
Anheuser Busch Inc. - L.A. Brewery,Van Nuys,CA,Other,2019,33757.20642950001
Anheuser Busch Inc. - L.A. Brewery,Van Nuys,CA,Other,2020,33474.62497999999
Anheuser Busch Incorporated Fort Collins Brewery,Fort Collins,CO,Other,2018,48882.6345461
Anheuser Busch Incorporated Fort Collins Brewery,Fort Collins,CO,Other,2019,50306.41086
Anheuser Busch Incorporated Fort Collins Brewery,Fort Collins,CO,Other,2020,50875.030029799986
Anheuser Busch Llc,Williamsburg,VA,Other,2018,38814.219418800014
Anheuser Busch Llc,Williamsburg,VA,Other,2019,39314.84730769999
Anheuser Busch Llc,Williamsburg,VA,Other,2020,40162.62478769999
Anheuser-Busch Houston Brewery,Houston,TX,Other,2018,25931.996119999978
Anheuser-Busch Houston Brewery,Houston,TX,Other,2019,26360.719699999994
Anheuser-Busch Houston Brewery,Houston,TX,Other,2020,25680.48616
Anheuser-Busch Llc,Jacksonville,FL,Other,2018,33966.02978000005
Anheuser-Busch Llc,Jacksonville,FL,Other,2019,44748.08007999999
Anheuser-Busch Llc,Jacksonville,FL,Other,2020,41647.069540000026
Anheuser-Busch Llc. - St. Louis Brewery,St. Louis,MO,"Other,Suppliers Of Co2",2018,88114.626247
Anheuser-Busch Llc. - St. Louis Brewery,St. Louis,MO,"Other,Suppliers Of Co2",2019,87102.566216
Anheuser-Busch Llc. - St. Louis Brewery,St. Louis,MO,"Other,Suppliers Of Co2",2020,86631.54807149999
"Anheuser-Busch, Inc. Cartersvi Lle Brewery",Cartersville,GA,Other,2018,18592.912940000006
"Anheuser-Busch, Inc. Cartersvi Lle Brewery",Cartersville,GA,Other,2019,19669.807164
"Anheuser-Busch, Inc. Cartersvi Lle Brewery",Cartersville,GA,Other,2020,18961.474880000005
"Anheuser-Busch, Inc. Newark Brewery",Newark,NJ,Other,2018,21709.63782000001
"Anheuser-Busch, Inc. Newark Brewery",Newark,NJ,Other,2019,22361.490827899997
"Anheuser-Busch, Inc. Newark Brewery",Newark,NJ,Other,2020,23033.268400000004
Animas Power Plant,Farmington,NM,Power Plants,2018,19265.86614000001
Animas Power Plant,Farmington,NM,Power Plants,2019,16677.455430000005
Animas Power Plant,Farmington,NM,Power Plants,2020,20349.411159999978
Ann Arbor Slf Phase I & Ii,Ann Arbor,MI,Waste,2018,21011.642126400002
Ann Arbor Slf Phase I & Ii,Ann Arbor,MI,Waste,2019,20866.825020000004
Ann Arbor Slf Phase I & Ii,Ann Arbor,MI,Waste,2020,21058.694280000003
Anna Platform,Anchorage,AK,Petroleum And Natural Gas Systems,2018,22695.06439999999
Anna Platform,Anchorage,AK,Petroleum And Natural Gas Systems,2019,21383.564647900002
Anna Platform,Anchorage,AK,Petroleum And Natural Gas Systems,2020,21295.50935
Anoka Municipal Regional Landfill,Ramsey,MN,Waste,2018,31285.106510800008
Anoka Municipal Regional Landfill,Ramsey,MN,Waste,2019,32610.683405900003
Anoka Municipal Regional Landfill,Ramsey,MN,Waste,2020,30998.85606000002
"Anp Bellingham Energy Company, Llc",Bellingham,MA,Power Plants,2018,854775.0922800003
"Anp Bellingham Energy Company, Llc",Bellingham,MA,Power Plants,2019,811105.1361300005
"Anp Bellingham Energy Company, Llc",Bellingham,MA,Power Plants,2020,783320.6952700005
"Anp Blackstone Energy Company, Llc",Blackstone,MA,Power Plants,2018,827609.49568
"Anp Blackstone Energy Company, Llc",Blackstone,MA,Power Plants,2019,706473.7011600002
"Anp Blackstone Energy Company, Llc",Blackstone,MA,Power Plants,2020,675679.73096
Anr Pipeline Alden Cs,Alden,KS,Petroleum And Natural Gas Systems,2018,26363.188975000005
Anr Pipeline Alden Cs,Alden,KS,Petroleum And Natural Gas Systems,2019,22497.087240000008
Anr Pipeline Alden Cs,Alden,KS,Petroleum And Natural Gas Systems,2020,19979.29062
Anr Pipeline Birmingham Cs,Birmingham,IA,Petroleum And Natural Gas Systems,2018,39899.79702950001
Anr Pipeline Birmingham Cs,Birmingham,IA,Petroleum And Natural Gas Systems,2019,36271.181387699995
Anr Pipeline Birmingham Cs,Birmingham,IA,Petroleum And Natural Gas Systems,2020,34280.51097
Anr Pipeline Blue Lake Complex Gas Storage Facility,Mancelona,MI,Petroleum And Natural Gas Systems,2018,29767.110119999998
Anr Pipeline Blue Lake Complex Gas Storage Facility,Mancelona,MI,Petroleum And Natural Gas Systems,2019,29548.844739999993
Anr Pipeline Blue Lake Complex Gas Storage Facility,Mancelona,MI,Petroleum And Natural Gas Systems,2020,30930.313519999996
Anr Pipeline Bridgman Cs,Bridgman,MI,Petroleum And Natural Gas Systems,2018,41638.33812
Anr Pipeline Bridgman Cs,Bridgman,MI,Petroleum And Natural Gas Systems,2019,41230.04464
Anr Pipeline Bridgman Cs,Bridgman,MI,Petroleum And Natural Gas Systems,2020,38166.006440000005
Anr Pipeline Brownsville Cs,Brownsville,TN,Petroleum And Natural Gas Systems,2018,8952.21088
Anr Pipeline Brownsville Cs,Brownsville,TN,Petroleum And Natural Gas Systems,2019,12856.562829830003
Anr Pipeline Brownsville Cs,Brownsville,TN,Petroleum And Natural Gas Systems,2020,13697.295911970003
Anr Pipeline Celestine Cs,Celestine,IN,Petroleum And Natural Gas Systems,2018,8710.273479999998
Anr Pipeline Celestine Cs,Celestine,IN,Petroleum And Natural Gas Systems,2019,12554.850840000003
Anr Pipeline Celestine Cs,Celestine,IN,Petroleum And Natural Gas Systems,2020,15287.904919999995
Anr Pipeline Cottage Grove Cs,Cottage Grove,TN,Petroleum And Natural Gas Systems,2018,11685.594719490004
Anr Pipeline Cottage Grove Cs,Cottage Grove,TN,Petroleum And Natural Gas Systems,2019,15206.238640000005
Anr Pipeline Cottage Grove Cs,Cottage Grove,TN,Petroleum And Natural Gas Systems,2020,15199.326991800004
Anr Pipeline Defiance Cs,Defiance,OH,Petroleum And Natural Gas Systems,2018,51452.80003999999
Anr Pipeline Defiance Cs,Defiance,OH,Petroleum And Natural Gas Systems,2019,50369.95148980001
Anr Pipeline Defiance Cs,Defiance,OH,Petroleum And Natural Gas Systems,2020,45136.0851
Anr Pipeline Delhi Cs,Delhi,LA,Petroleum And Natural Gas Systems,2018,15731.916887600006
Anr Pipeline Delhi Cs,Delhi,LA,Petroleum And Natural Gas Systems,2019,15273.147099999993
Anr Pipeline Delhi Cs,Delhi,LA,Petroleum And Natural Gas Systems,2020,14501.349215900003
Anr Pipeline E.G. Hill Cs,Gruver,TX,Petroleum And Natural Gas Systems,2018,38502.522240000006
Anr Pipeline E.G. Hill Cs,Gruver,TX,Petroleum And Natural Gas Systems,2019,33680.123760000024
Anr Pipeline E.G. Hill Cs,Gruver,TX,Petroleum And Natural Gas Systems,2020,37798.54994070002
Anr Pipeline Enterprise Cs,Enterprise,KS,Petroleum And Natural Gas Systems,2018,33323.556319999996
Anr Pipeline Enterprise Cs,Enterprise,KS,Petroleum And Natural Gas Systems,2019,33550.002960000005
Anr Pipeline Enterprise Cs,Enterprise,KS,Petroleum And Natural Gas Systems,2020,33237.38998
Anr Pipeline Eunice Cs,Eunice,LA,Petroleum And Natural Gas Systems,2018,37714.167319999986
Anr Pipeline Eunice Cs,Eunice,LA,Petroleum And Natural Gas Systems,2019,33207.644739999996
Anr Pipeline Eunice Cs,Eunice,LA,Petroleum And Natural Gas Systems,2020,31340.718673900014
Anr Pipeline Goodman Cs,Goodman,WI,Petroleum And Natural Gas Systems,2018,667.2217999999999
Anr Pipeline Goodman Cs,Goodman,WI,Petroleum And Natural Gas Systems,2019,1276.4654
Anr Pipeline Goodman Cs,Goodman,WI,Petroleum And Natural Gas Systems,2020,4966.687520000003
Anr Pipeline Greensburg Cs,Greensburg,KS,Petroleum And Natural Gas Systems,2018,31837.66178999999
Anr Pipeline Greensburg Cs,Greensburg,KS,Petroleum And Natural Gas Systems,2019,32412.472245899982
Anr Pipeline Greensburg Cs,Greensburg,KS,Petroleum And Natural Gas Systems,2020,32911.05278
Anr Pipeline Greenville Cs,Greenville,MS,Petroleum And Natural Gas Systems,2018,11363.466567399997
Anr Pipeline Greenville Cs,Greenville,MS,Petroleum And Natural Gas Systems,2019,12992.260523940005
Anr Pipeline Greenville Cs,Greenville,MS,Petroleum And Natural Gas Systems,2020,16772.951939999995
Anr Pipeline Hamilton Cs,Hamilton,MI,Petroleum And Natural Gas Systems,2018,41960.5679816
Anr Pipeline Hamilton Cs,Hamilton,MI,Petroleum And Natural Gas Systems,2019,39977.00844
Anr Pipeline Hamilton Cs,Hamilton,MI,Petroleum And Natural Gas Systems,2020,34993.38796999999
Anr Pipeline Havensville Cs,Havensville,KS,Petroleum And Natural Gas Systems,2018,19585.55162000001
Anr Pipeline Havensville Cs,Havensville,KS,Petroleum And Natural Gas Systems,2019,21830.464319999985
Anr Pipeline Havensville Cs,Havensville,KS,Petroleum And Natural Gas Systems,2020,22911.535877800008
Anr Pipeline Lincoln Gas Storage Facility,Lake George,MI,Petroleum And Natural Gas Systems,2018,8155.288020000003
Anr Pipeline Lincoln Gas Storage Facility,Lake George,MI,Petroleum And Natural Gas Systems,2019,8943.337179999995
Anr Pipeline Lincoln Gas Storage Facility,Lake George,MI,Petroleum And Natural Gas Systems,2020,9220.299953199996
Anr Pipeline Lineville Cs,Lineville,IA,Petroleum And Natural Gas Systems,2018,41457.72664
Anr Pipeline Lineville Cs,Lineville,IA,Petroleum And Natural Gas Systems,2019,31100.476579999995
Anr Pipeline Lineville Cs,Lineville,IA,Petroleum And Natural Gas Systems,2020,34712.20312000001
Anr Pipeline Madisonville Cs,Madisonville,KY,Petroleum And Natural Gas Systems,2018,15207.53768
Anr Pipeline Madisonville Cs,Madisonville,KY,Petroleum And Natural Gas Systems,2019,17451.927740000003
Anr Pipeline Madisonville Cs,Madisonville,KY,Petroleum And Natural Gas Systems,2020,20070.541043500005
Anr Pipeline Maitland Cs,Maitland,MO,Petroleum And Natural Gas Systems,2018,54127.82382000003
Anr Pipeline Maitland Cs,Maitland,MO,Petroleum And Natural Gas Systems,2019,55826.4753632
Anr Pipeline Maitland Cs,Maitland,MO,Petroleum And Natural Gas Systems,2020,52973.925879999995
Anr Pipeline Meade Cs,Meade,KS,Petroleum And Natural Gas Systems,2018,31814.37664000002
Anr Pipeline Meade Cs,Meade,KS,Petroleum And Natural Gas Systems,2019,32677.30516000001
Anr Pipeline Meade Cs,Meade,KS,Petroleum And Natural Gas Systems,2020,32553.7038
Anr Pipeline Mooreland Cs,Mooreland,OK,Petroleum And Natural Gas Systems,2018,26390.840019999985
Anr Pipeline Mooreland Cs,Mooreland,OK,Petroleum And Natural Gas Systems,2019,26422.202199999985
Anr Pipeline Mooreland Cs,Mooreland,OK,Petroleum And Natural Gas Systems,2020,27205.39272
Anr Pipeline New Windsor Cs,New Windsor,IL,Petroleum And Natural Gas Systems,2018,31716.791940000006
Anr Pipeline New Windsor Cs,New Windsor,IL,Petroleum And Natural Gas Systems,2019,35214.29422
Anr Pipeline New Windsor Cs,New Windsor,IL,Petroleum And Natural Gas Systems,2020,35686.426690000015
Anr Pipeline Patterson Cs,Patterson,LA,Petroleum And Natural Gas Systems,2018,39087.20325830001
Anr Pipeline Patterson Cs,Patterson,LA,Petroleum And Natural Gas Systems,2019,40394.5841
Anr Pipeline Patterson Cs,Patterson,LA,Petroleum And Natural Gas Systems,2020,36856.747939999994
Anr Pipeline Portland Cs,Portland,IN,Petroleum And Natural Gas Systems,2018,39374.169640000015
Anr Pipeline Portland Cs,Portland,IN,Petroleum And Natural Gas Systems,2019,39749.682059999985
Anr Pipeline Portland Cs,Portland,IN,Petroleum And Natural Gas Systems,2020,35244.996479999994
Anr Pipeline Sandwich Cs,Sandwich,IL,Petroleum And Natural Gas Systems,2018,17422.852480000005
Anr Pipeline Sandwich Cs,Sandwich,IL,Petroleum And Natural Gas Systems,2019,16798.160299999992
Anr Pipeline Sandwich Cs,Sandwich,IL,Petroleum And Natural Gas Systems,2020,17650.90059999999
Anr Pipeline Sardis Cs,Sardis,MS,Petroleum And Natural Gas Systems,2018,20361.053720000004
Anr Pipeline Sardis Cs,Sardis,MS,Petroleum And Natural Gas Systems,2019,17503.402879999994
Anr Pipeline Sardis Cs,Sardis,MS,Petroleum And Natural Gas Systems,2020,17214.333079999997
Anr Pipeline Shelbyville Cs,Shelbyville,IN,Petroleum And Natural Gas Systems,2018,8191.0318400000015
Anr Pipeline Shelbyville Cs,Shelbyville,IN,Petroleum And Natural Gas Systems,2019,12450.955460000003
Anr Pipeline Shelbyville Cs,Shelbyville,IN,Petroleum And Natural Gas Systems,2020,15118.958059999997
Anr Pipeline St. John Cs,St John,IN,Petroleum And Natural Gas Systems,2018,26768.18112
Anr Pipeline St. John Cs,St John,IN,Petroleum And Natural Gas Systems,2019,28602.70774799998
Anr Pipeline St. John Cs,St John,IN,Petroleum And Natural Gas Systems,2020,28710.788610000003
Anr Pipeline Woodstock Cs,Woodstock,IL,Petroleum And Natural Gas Systems,2018,19188.354080000005
Anr Pipeline Woodstock Cs,Woodstock,IL,Petroleum And Natural Gas Systems,2019,18586.463240000005
Anr Pipeline Woodstock Cs,Woodstock,IL,Petroleum And Natural Gas Systems,2020,18495.567240000008
Anr Pipeline Woolfolk Cs,Big Rapids,MI,Petroleum And Natural Gas Systems,2018,34458.918738500004
Anr Pipeline Woolfolk Cs,Big Rapids,MI,Petroleum And Natural Gas Systems,2019,34472.00532000001
Anr Pipeline Woolfolk Cs,Big Rapids,MI,Petroleum And Natural Gas Systems,2020,33657.385420000006
Anshutz Ranch East Gas Plant,Evanston,WY,Petroleum And Natural Gas Systems,2018,43449.150500000025
Anshutz Ranch East Gas Plant,Evanston,WY,Petroleum And Natural Gas Systems,2019,49119.67972680001
Anshutz Ranch East Gas Plant,Evanston,WY,Petroleum And Natural Gas Systems,2020,47115.52850000004
Anson County Waste Management Facility,Polkton,NC,Waste,2018,204599.60498799998
Anson County Waste Management Facility,Polkton,NC,Waste,2019,208748.1539800001
Anson County Waste Management Facility,Polkton,NC,Waste,2020,214428.67291100006
Antelope Compressor Station,Douglas,WY,Petroleum And Natural Gas Systems,2018,22839.97650619999
Antelope Compressor Station,Douglas,WY,Petroleum And Natural Gas Systems,2019,23834.779059999993
Antelope Compressor Station,Douglas,WY,Petroleum And Natural Gas Systems,2020,23677.788939999988
Antelope Flat/ Sand Wash Compressor Station,Vernal,UT,Petroleum And Natural Gas Systems,2018,35632.92104
Antelope Flat/ Sand Wash Compressor Station,Vernal,UT,Petroleum And Natural Gas Systems,2019,30840.399659999992
Antelope Flat/ Sand Wash Compressor Station,Vernal,UT,Petroleum And Natural Gas Systems,2020,32196.77083000001
Antelope Hills Gas Plant,Glazier,TX,Petroleum And Natural Gas Systems,2018,40215.22264
Antelope Hills Gas Plant,Glazier,TX,Petroleum And Natural Gas Systems,2019,38749.03108000001
Antelope Hills Gas Plant,Glazier,TX,Petroleum And Natural Gas Systems,2020,36165.287059999995
Antelope Refining,Douglas,WY,"Petroleum Product Suppliers,Refineries",2018,23743.4924316
Antelope Refining,Douglas,WY,"Petroleum Product Suppliers,Refineries",2019,24735.757640000014
Antelope Refining,Douglas,WY,"Petroleum Product Suppliers,Refineries",2020,24759.11592000001
Antelope Ridge Gas Plant,Jal,NM,Petroleum And Natural Gas Systems,2018,13301.010539999996
Antelope Ridge Gas Plant,Jal,NM,Petroleum And Natural Gas Systems,2019,13009.308019999995
Antelope Ridge Gas Plant,Jal,NM,Petroleum And Natural Gas Systems,2020,13957.143810399992
Antelope Station,Abernathy,TX,Power Plants,2018,53148.975799999986
Antelope Station,Abernathy,TX,Power Plants,2019,45121.26808000002
Antelope Station,Abernathy,TX,Power Plants,2020,46328.88540000001
Antelope Valley,Beulah,ND,Power Plants,2018,6559964.9222599985
Antelope Valley,Beulah,ND,Power Plants,2019,6169137.619619998
Antelope Valley,Beulah,ND,Power Plants,2020,5959578.36446
Antelope Valley Recycling And Disposal Facility,Palmdale,CA,Waste,2018,42963.441338299985
Antelope Valley Recycling And Disposal Facility,Palmdale,CA,Waste,2019,42109.664840000005
Antelope Valley Recycling And Disposal Facility,Palmdale,CA,Waste,2020,47434.35936000001
Apache Corp. Permian - Crane Gas Plant,Midland,TX,Petroleum And Natural Gas Systems,2018,33317.307380000006
Apache Corp. Permian - Crane Gas Plant,Midland,TX,Petroleum And Natural Gas Systems,2019,32226.81142000001
Apache Corp. Permian - Crane Gas Plant,Midland,TX,Petroleum And Natural Gas Systems,2020,33604.572539999994
Apache Junction Landfill,Apache Junction,AZ,Waste,2018,93189.32625000004
Apache Junction Landfill,Apache Junction,AZ,Waste,2019,98161.67953290005
Apache Junction Landfill,Apache Junction,AZ,Waste,2020,96626.86100110001
Apache Nitrogen Products - Plant,St. David,AZ,Chemicals,2018,267696.87482
Apache Nitrogen Products - Plant,St. David,AZ,Chemicals,2019,249945.60262999998
Apache Nitrogen Products - Plant,St. David,AZ,Chemicals,2020,263982.5684
Apache Station,Cochise,AZ,Power Plants,2018,1916533.5161700011
Apache Station,Cochise,AZ,Power Plants,2019,1842507.5611899998
Apache Station,Cochise,AZ,Power Plants,2020,1950969.5250199991
"Apex Environmental, Llc - Sanitary Landfill (0641000223)",Amsterdam,OH,Waste,2018,202230.73282
"Apex Environmental, Llc - Sanitary Landfill (0641000223)",Amsterdam,OH,Waste,2019,200586.33859999996
